STATIONID,CRUISEID,Loc_date,DECSLAT,DECELAT,DECSLON,DECELON,Latitude,Longitude,DEPTH_SSTA,WIND_SPD,WIND_DIR,MIN_FISH,TOT_LIVE,FIN_CATCH,CRUS_CATCH,OTHR_CATCH,CLD_COVER,SECCHI_DSK,WECOLOR,DEPTH_EMID,DEPTH_EMAX,DEPTH_EWTR,TEMPSURF,TEMPMID,TEMPMAX,SALSURF,SALMID,SALMAX,CHLORSURF,CHLORMID,CHLORMAX,OXYSURF,OXYMID,OXYMAX,TURBSURF,TURBMID,TURBMAX
235979,1147,6/7/2024,26.278,26.267,-96.397,-96.376,26.2725,-96.3865,43.7,6.7,84,30,22.8,,,,75,,,48,94,,28.91,22.04,20.45,35.15,36.51,36.58,0.271,0.584,0.151,6.4,5.6,4.8,93.7864,95.6941,78.009
235980,1147,6/7/2024,26.172,26.15,-96.418,-96.424,26.161,-96.421,41.4,2.6,221,30,39.5,,,,50,,,38.5,75,,29.69,22.37,21.39,35.44,36.49,36.44,0.082,1.43,0.487,6.4,5.9,5.4,94.4038,93.0624,
235981,1147,6/7/2024,26.165,26.154,-96.694,-96.673,26.1595,-96.6835,26.5,12.7,69,30,23.6,,,,50,,,23.5,45,,28.54,23.35,21.57,33.99,36.25,36.35,0.128,0.328,1.567,6.4,6.5,5.4,93.3866,94.7674,62.7243
235982,1147,6/7/2024,25.985,25.985,-97.022,-96.997,25.985,-97.0095,14.2,17.2,74,30,70.7,,,,50,,,12.5,23,,28.19,26.63,23.72,35.42,35.55,35.6,0.246,0.57,1.404,6.5,6.1,4,81.0791,84.3333,41.2817
235983,1147,6/8/2024,26.071,26.054,-96.977,-96.961,26.0625,-96.969,16.1,15.4,83,30,92,,,,25,,,14.5,27,,28.68,25.89,23.38,34.83,35.23,35.79,0.209,0.988,1.836,6.4,5.9,3,91.0306,79.7498,14.7491
235984,1147,6/8/2024,26.136,26.125,-97.081,-97.06,26.1305,-97.0705,10.7,14.3,98,30,80.8,,,,,,,10,18,,27.74,27.42,25.36,34.38,34.6,34.46,0.337,0.835,2.956,4.1,4.6,5.3,92.6965,88.4166,35.7741
235985,1147,6/8/2024,26.309,26.291,-97.023,-97.008,26.3,-97.0155,15.2,10.2,111,30,91.1,,,,,,,13.5,26,,29.03,25.1,24.49,32.73,35.08,35.43,0.161,1.11,1.863,5.6,5.6,5.2,94.4099,90.7102,53.3702
235986,1147,6/8/2024,26.408,26.389,-96.857,-96.843,26.3985,-96.85,22.7,6.6,123,30,13.5,,,,,,,,,,,,,,,,,,,,,,,,
235987,1147,6/8/2024,26.645,26.627,-96.739,-96.722,26.636,-96.7305,35.7,6.4,123,31,29.6,,,,,,,32,63,,29.29,24.09,21.8,33.71,36.41,36.43,0.099,0.332,,6.1,6.7,5.8,95.4033,95.8423,68.5038
235988,1147,6/8/2024,26.942,26.922,-96.621,-96.611,26.932,-96.616,54,6.5,114,30,16.1,,,,,,,,,,,,,,,,,,,,,,,,
235989,1147,6/8/2024,26.86,26.843,-96.932,-96.917,26.8515,-96.9245,27.4,5.2,137,30,27.2,,,,25,,,24,47,,29.78,24.05,21.75,30.16,35.65,36.33,0.142,0.422,0.459,6.4,5.4,5.1,94.2889,94.0243,61.7864
235990,1147,6/8/2024,26.874,26.854,-97.249,-97.237,26.864,-97.243,12.9,13,116,30,12.4,,,,25,,,11.5,21,,29.47,29.25,28.52,30.73,31,32.3,0.451,0.649,0.647,6.4,6.2,5.5,93.1163,93.1546,84.0616
235991,1147,6/9/2024,27.166,27.147,-97.007,-96.994,27.1565,-97.0005,21.5,16.3,145,30,50.5,,,,25,,,18.5,35,,30.1,27.13,22.11,30.07,35.16,36.28,0.212,0.345,0.311,5.1,5.8,4.4,93.5186,94.5301,41.239
235992,1147,6/9/2024,27.048,27.026,-96.767,-96.765,27.037,-96.766,39.6,11.7,132,30,16.4,,,,,,,35.5,69,,29.64,23.91,21.42,31.09,36.4,36.51,0.224,0.453,0.248,6.4,6.6,5.3,94.2287,95.6562,59.3289
235993,1147,6/9/2024,27.176,27.155,-96.604,-96.609,27.1655,-96.6065,49.9,14.8,141,30,12.7,,,,,,,44.5,88,,29.67,24.25,21.22,33.83,36.65,37.08,0.021,0.31,0.225,6.3,5.9,5.3,95.4511,96.1367,41.1963
235994,1147,6/9/2024,27.399,27.377,-96.537,-96.536,27.388,-96.5365,45.8,12.8,152,30,10.8,,,,,,,41.5,79,,29.47,24.28,21.71,32.03,36.55,36.43,0.234,0.18,0.15,6.3,6.6,5,94.9315,96.2674,59.543
235995,1147,6/9/2024,27.518,27.497,-96.832,-96.836,27.5075,-96.834,21.9,10.3,152,30,23.7,,,,,,,20,38,,29.51,26.38,22.37,28.22,33.74,36.21,0.611,0.249,0.285,4.5,4,4,92.6451,93.4691,47.8625
235996,1147,6/9/2024,27.512,27.491,-97.037,-97.047,27.5015,-97.042,14.7,11.7,145,30,19.5,,,,,,,13.5,25,,29.66,29.49,25.64,28.02,28.14,34,0.503,0.75,0.383,8.6,5,5.5,92.6558,93.0243,34.5857
235997,1147,6/9/2024,27.435,27.412,-97.138,-97.144,27.4235,-97.141,13,16.1,140,30,5.9,,,,,,,13.5,23,,29.64,29.57,25.83,27.99,28.04,33.66,0.463,0.6,0.857,6.4,6.1,1.5,93.2023,93.2673,40.9037
235998,1147,6/9/2024,27.596,27.576,-97.127,-97.138,27.586,-97.1325,9.8,15,136,30,7.7,,,,50,,,8.5,15,,29.96,29.65,29.35,28.17,28.34,29.33,0.526,0.727,0.864,6.5,6.5,5.2,92.5096,92.7087,87.0414
235999,1147,6/9/2024,27.624,27.602,-96.901,-96.895,27.613,-96.898,16.1,14.1,140,30,41.3,,,,25,,,14.5,27,,29.95,27.88,24.89,27.35,32.08,35.29,1.375,0.289,0.283,6.9,3.5,3.8,86.4068,89.7972,43.17
236000,1147,6/10/2024,27.744,27.725,-96.71,-96.699,27.7345,-96.7045,18.6,11.2,134,30,27.3,,,,25,,,16,30,,29.89,27.71,24.35,26.46,33.6,35.52,1.603,0.341,0.289,7.1,5.2,3.4,86.0171,94.3336,62.7388
236001,1147,6/10/2024,27.781,27.76,-96.581,-96.57,27.7705,-96.5755,22,10.1,125,30,16.9,,,,,,,19.5,37,,29.98,26.38,22.09,25.96,34.78,36.2,0.723,0.24,0.339,6.7,5.2,3.9,92.0654,94.0878,34.2088
236002,1147,6/10/2024,27.61,27.589,-96.506,-96.502,27.5995,-96.504,34.5,9.5,142,30,13,,,,,,,31,60,,29.52,25.05,21.61,29.38,36.38,36.39,0.444,0.276,0.209,6.4,6.4,4.4,93.3128,95.7951,61.8725
236003,1147,6/10/2024,27.601,27.586,-96.205,-96.225,27.5935,-96.215,54.1,9.5,147,30,22.5,,,,,,,52,103,,29.35,23.12,20.56,32.44,36.54,36.61,0.275,0.313,0.112,6.1,6.2,4.6,94.9611,96.4886,44.5261
236004,1147,6/10/2024,27.712,27.707,-95.722,-95.746,27.7095,-95.734,58.9,5.2,137,30,15.6,,,,,,,54,107,,29.4,23.19,20.27,31.33,36.49,36.69,0.192,0.342,0.057,6.2,6.3,4.8,95.0424,95.282,71.8384
236005,1147,6/10/2024,27.841,27.837,-95.839,-95.864,27.839,-95.8515,34.4,4.7,95,30,10.6,,,,25,,,31,60,,29.89,25.16,22.27,30.68,36.51,36.44,0.078,0.424,0.327,6.4,6.5,5.6,94.9749,94.975,78.7426
236006,1147,6/10/2024,28.077,28.09,-96.121,-96.141,28.0835,-96.131,19.6,4,108,30,12.8,,,,25,,,18,34,,30.04,28.37,22.75,25.74,34.51,36.2,0.53,0.213,0.437,6.8,6,4.5,91.6983,94.8531,40.7811
236007,1147,6/11/2024,28.189,28.187,-96.187,-96.213,28.188,-96.2,14.4,6.1,128,30,23.2,,,,25,,,12.5,23,,30.18,29.36,26.08,25.16,29.5,35.47,0.798,0.375,0.537,7.1,6.2,3.8,90.118,94.8523,43.7685
236008,1147,6/11/2024,27.996,27.987,-96.29,-96.313,27.9915,-96.3015,20.4,6.9,125,30,12.2,,,,,,,19,36,,30.01,27.36,22.51,27.71,34.4,36.12,0.577,0.354,0.481,6.5,4.7,3.5,93.2745,94.4264,33.0939
236009,1147,6/11/2024,27.875,27.881,-96.337,-96.359,27.878,-96.348,26.2,7.8,87,30,18.6,,,,,,,25.5,48,,29.72,25.46,21.78,27.94,35.25,27.73,0.392,0.376,0.012,6.6,5.3,3.6,93.3473,94.0853,37.3639
236010,1147,6/11/2024,27.948,27.943,-96.648,-96.624,27.9455,-96.636,13.5,7.1,154,30,36.4,,,,,,,12.5,23,,30.13,28.63,25.14,24.91,30.75,35.3,0.604,0.337,0.202,6.9,5.4,2.8,90.4056,89.954,37.4924
236011,1147,6/11/2024,28.094,28.11,-96.499,-96.479,28.102,-96.489,13,4,121,30,46.8,,,,,,,12,22,,29.97,29.53,25.67,25.16,26.72,35.05,1.093,0.817,0.321,8.9,6.3,2.1,90.6902,91.8158,44.6047
236012,1147,6/11/2024,28.16,28.146,-96.37,-96.39,28.153,-96.38,13.8,5.2,137,30,33.8,,,,,,,13,24,,30.04,29.42,26.14,25.62,29.7,35.22,0.81,0.373,0.32,7,5.8,4.1,90.8484,91.1077,35.1053
236013,1147,6/11/2024,28.503,28.48,-96.118,-96.116,28.4915,-96.117,6.6,5,129,30,0.7,,,,25,,,5.5,9,,30.65,30,28.16,24.34,26.78,30.48,0.726,0.736,1.426,6.6,6.3,0.4,91.1772,90.3612,58.214
236014,1147,6/11/2024,28.47,28.451,-95.971,-95.957,28.4605,-95.964,9.8,7.6,118,30,18.3,,,,50,,,8.5,15,,30.46,29.2,27.03,25.18,27.92,34.36,0.551,0.936,0.609,6.5,5.8,2.3,93.1317,91.6721,59.1392
236015,1147,6/11/2024,28.28,28.265,-95.868,-95.849,28.2725,-95.8585,14.9,8,125,30,68.1,,,,50,,,13,24,,30,28.58,26.03,25.75,31.72,36.08,1.11,0.371,0.47,6.7,5.5,4.8,88.4159,93.358,47.5831
236016,1147,6/11/2024,28.206,28.197,-95.75,-95.727,28.2015,-95.7385,19.4,8.9,132,30,25.4,,,,25,,,16.5,32,,30.78,28.88,23.64,27.47,34.46,36.11,0.859,0.322,0.81,6.8,6.2,5.5,88.475,95.3027,62.1955
236017,1147,6/12/2024,28.173,28.153,-95.596,-95.588,28.163,-95.592,22.5,7.8,121,30,15.1,,,,25,,,19.5,38,,30.18,29.07,23.1,30.5,34.7,36.2,0.206,0.21,0.721,6.5,6.2,5.7,94.2362,95.6755,72.0776
236018,1147,6/12/2024,28.016,28.004,-95.539,-95.561,28.01,-95.55,29.6,5.8,107,30,18.5,,,,,,,26.5,51,,30.32,25.62,22.36,28.86,36.43,36.49,0.459,0.422,0.861,6.5,6.3,5.4,91.2862,95.5297,74.7996
236019,1147,6/12/2024,27.856,27.847,-95.528,-95.549,27.8515,-95.5385,39,7.3,95,30,16.5,,,,,,,35.5,69,,29.3,24.73,20.57,29.39,36.37,36.56,0.717,0.335,0.204,6.2,6.2,4.6,92.934,95.632,83.4525
236020,1147,6/12/2024,27.866,27.878,-95.331,-95.31,27.872,-95.3205,55.2,6.6,129,30,22.4,,,,,,,50.5,99,,30.27,23.24,20.09,31.51,36.39,36.52,0.227,0.693,0.145,6.3,6.2,4.6,95.0925,95.4774,80.4132
236021,1147,6/12/2024,27.949,27.951,-94.793,-94.768,27.95,-94.7805,53.5,4,73,30,24.9,,,,,,,48.5,95,,29.85,23.55,20.95,33.75,36.54,36.58,0.111,0.127,0.353,6.2,6.3,5.1,96.1979,96.1345,85.8307
236022,1147,6/12/2024,28.114,28.127,-94.94,-94.96,28.1205,-94.95,31.1,5.7,98,30,5.2,,,,,,,29.5,56,,29.96,26.96,20.86,33.55,35.36,37,0.055,0.292,0.36,6.2,6,5.1,95.5282,95.8039,85.972
236023,1147,6/12/2024,28.047,28.068,-95.159,-95.145,28.0575,-95.152,33.8,5.5,192,31,9.5,,,,75,,,31.5,61,,29.95,25.38,20.63,32.97,36.03,36.53,0.092,0.304,0.321,6.3,6.5,4.9,95.2111,95.5181,84.6917
236024,1147,6/13/2024,28.178,28.194,-95.297,-95.281,28.186,-95.289,26.3,6.3,67,30,27.1,,,,50,,,24,46,,30.59,27.75,22.46,31.92,36.26,36.4,0.11,0.237,1.319,6.2,6.3,5.4,94.9891,95.2716,73.8552
236025,1147,6/13/2024,28.316,28.308,-95.151,-95.175,28.312,-95.163,21.6,6.3,80,30,13.1,,,,,,,19.5,37,,30.43,29.44,24.22,33.79,34.09,36.09,0.068,0.124,2.208,6.2,6.2,5.6,95.4202,93.7745,74.1978
236026,1147,6/13/2024,28.404,28.411,-95.447,-95.47,28.4075,-95.4585,16.4,8.5,90,30,19.1,,,,,,,15.5,29,,29.79,28.46,26.83,32.66,34.15,35.91,0.193,0.544,1.916,6.3,6,5.8,95.1951,95.3647,52.1909
236027,1147,6/13/2024,28.484,28.503,-95.494,-95.482,28.4935,-95.488,15.2,8.6,122,30,38.8,,,,,,,14,26,,29.7,29.09,27.13,30.7,32.59,35.73,0.469,0.391,1.171,6.2,6.2,4.6,94.1192,94.5951,42.7836
236028,1147,6/13/2024,28.546,28.557,-95.396,-95.417,28.5515,-95.4065,15.1,6.6,145,30,51.2,,,,,,,14.5,27,,30.26,29.18,26.94,26.73,32.33,35.58,0.685,0.252,2.364,6.6,6.2,3.7,92.4925,95.1114,25.2053
236029,1147,6/13/2024,28.759,28.764,-95.479,-95.454,28.7615,-95.4665,6.8,7.5,95,30,5.2,,,,,,,6.5,11,,30.37,30,27.63,18.16,23.59,29.95,4.916,1.372,1.101,7.1,3.2,0.4,34.1252,50.392,
236030,1147,6/13/2024,28.591,28.581,-95.15,-95.128,28.586,-95.139,16.6,5.9,52,30,19.7,,,,,,,15.5,29,,30.69,27.3,25.74,22.53,33.77,35.59,0.723,0.285,1.286,7.2,5,3,88.0803,89.2533,58.7134
236031,1147,6/13/2024,28.567,28.552,-94.874,-94.855,28.5595,-94.8645,18,8.7,62,30,21.4,,,,50,,,16,30,,30.26,28.21,26.13,29.11,34.05,35.79,0.372,0.428,1.466,6.4,6.2,5.2,92.2358,94.7312,52.8799
236032,1147,6/13/2024,28.29,28.304,-94.793,-94.774,28.297,-94.7835,26.1,10.1,50,30,13.8,,,,50,,,23,45,,30.98,28.66,22.1,33.22,34.71,36.38,0.138,0.15,1.502,6.2,6.3,4.8,95.2204,95.6006,65.4042
236033,1147,6/14/2024,28.468,28.45,-94.594,-94.578,28.459,-94.586,21.7,13.7,96,30,21.3,,,,25,,,19.5,37,,29.56,28.33,23.7,31.89,35.23,36.28,0.413,0.174,2.074,6.4,6.4,5.1,91.0802,95.2215,73.4529
236034,1147,6/14/2024,28.339,28.322,-94.374,-94.358,28.3305,-94.366,26.1,9.7,100,30,74.6,,,,,,,22,42,,30.41,27.72,23.06,32.14,35.7,36.4,0.125,0.098,2.354,6.2,6.4,4.9,95.1293,96.0167,74.2651
236035,1147,6/14/2024,28.223,28.203,-94.284,-94.274,28.213,-94.279,29.2,8.6,101,30,3.3,,,,,,,26,51,,30.06,27.3,21.75,33.61,35.68,36.44,0.126,0.127,1.276,6.2,6.4,5.3,94.193,95.9629,79.1314
236036,1147,6/14/2024,28.132,28.114,-94.353,-94.337,28.123,-94.345,32.6,7.5,98,30,17.2,,,,,,,30.5,59,,30.45,25.21,21.91,32.41,35.69,36.49,0.174,0.877,0.59,6.2,5.8,5.6,95.3326,95.2809,84.3399
236037,1147,6/14/2024,28.089,28.102,-94.127,-94.106,28.0955,-94.1165,37.7,7.3,105,30,19.4,,,,,,,35,68,,29.87,25.2,22.32,33.68,35.81,36.52,0.09,0.59,0.856,6.2,5.9,5.8,96.0421,95.6218,84.1777
236038,1147,6/14/2024,28.131,28.11,-94.01,-94.017,28.1205,-94.0135,37.1,7.5,64,30,,,,,,,,34,67,,30.16,24.83,22.11,35.27,35.94,36.45,0.045,0.084,1.134,6,6.3,5.7,96.1614,96.2559,70.1763
236039,1147,6/14/2024,27.973,27.979,-93.95,-93.926,27.976,-93.938,46.6,12.5,63,30,6.3,,,,,,,42.5,84,,30.21,25.6,22.77,34.98,36.6,36.57,0.033,0.003,0.692,6.1,6.7,5.9,96.2642,96.2175,91.8101
236040,1147,6/14/2024,27.973,27.978,-93.717,-93.693,27.9755,-93.705,54.3,13.6,62,30,,,,,50,,,49,97,,30.39,25.27,21.83,35.62,36.58,36.63,0.009,0.066,0.382,6.3,6.8,5.3,95.9378,96.1599,83.498
236041,1147,6/23/2024,29.348,29.359,-94.614,-94.593,29.3535,-94.6035,6.3,12,130,30,66.7,,,,,,,6.5,11,,29.65,29.66,29.29,27.7,27.7,30.33,2.196,2.132,0.987,6.3,6.2,5.6,18.8409,17.3475,4.9953
236042,1147,6/23/2024,29.41,29.405,-94.551,-94.527,29.4075,-94.539,6,13.3,112,30,60.4,,,,,,,5.5,9,,29.69,29.69,29.23,25.3,25.42,31.33,3.098,2.983,0.47,6.7,6.6,5,13.9572,10.3607,
236043,1147,6/23/2024,29.297,29.298,-94.364,-94.339,29.2975,-94.3515,8.9,11.6,120,30,75.9,,,,,,,9,15,,29.04,29.02,28.99,34.7,34.7,35,1.315,1.27,1.74,5.9,5.9,5.5,30.2985,30.0544,4.7281
236044,1147,6/23/2024,29.27,29.265,-94.044,-94.019,29.2675,-94.0315,8.6,9.7,100,30,154.6,,,,,,,8,14,,29.11,29.12,29.06,35.1,35.16,35.39,2.227,2.067,1.518,6.2,6.1,5.9,37.4021,36.4048,25.3802
236045,1147,6/23/2024,29.096,29.078,-93.981,-93.964,29.087,-93.9725,11,11.7,84,30,109.5,,,,,,,10.5,19,,28.87,28.87,28.88,36.25,36.25,36.24,0.618,0.623,0.569,5.8,5.9,5.8,15.1969,12.9453,12.2751
236046,1147,6/23/2024,29.217,29.222,-93.51,-93.818,29.2195,-93.664,8.9,10.2,96,30,,,,,,,,8.5,15,,28.99,28.99,29,35.41,35.54,35.83,0.877,0.943,1,5.9,5.9,5.6,34.8019,34.4276,2.0921
236047,1147,6/23/2024,29.239,29.231,-93.728,-93.705,29.235,-93.7165,8.7,10,104,30,39.3,,,,25,,,6.5,12,,29.47,29.32,29.06,35.63,35.71,36.01,1.255,1.622,1.02,6.7,6.3,6,38.4283,32.588,1.0416
236048,1147,6/23/2024,29.2,29.191,-93.639,-93.616,29.1955,-93.6275,10.1,11.5,117,30,45.3,,,,25,,,8.5,16,,29.84,28.99,28.99,36.22,36.17,36.23,0.651,1.058,0.738,6.4,6,6,45.4077,30.0443,22.8636
236049,1147,6/24/2024,29.169,29.161,-93.197,-93.174,29.165,-93.1855,10.7,9,150,30,148.4,,,,,,,9.5,18,,29.4,28.84,28.81,36,36.04,36.05,1.205,0.643,0.649,6.2,5.9,5.8,45.4299,37.5156,6.8522
236050,1147,6/24/2024,29.32,29.334,-92.849,-92.828,29.327,-92.8385,9.6,3.4,196,30,54.9,,,,,,,8.5,16,,29.72,29.2,28.67,30.16,32.88,34.59,5.954,2.26,1.052,7.7,6.6,5.2,43.2138,64.6824,17.5591
236051,1147,6/24/2024,29.358,29.354,-92.981,-92.957,29.356,-92.969,9.1,6.5,146,30,68.8,,,,,,,8,15,,29.43,28.78,28.65,32.1,32.9,33.28,6.255,1.358,1.384,7.4,5.1,4.3,51.8483,34.2465,0.6699
236052,1147,6/24/2024,29.354,29.339,-93.115,-93.095,29.3465,-93.105,9,7,133,30,46.8,,,,,,,8.5,15,,29.37,28.84,28.76,31.55,33.46,34.97,5.277,1.261,1.198,7.2,5.6,5.4,47.8199,36.8334,12.902
236053,1147,6/24/2024,29.497,29.517,-93.335,-93.323,29.507,-93.329,7.8,7.9,143,30,,,,,,,,7,12,,29.01,29.27,28.92,27.54,34.06,34.52,3.888,3.987,2.583,6.5,7.3,4.8,41.0105,54.2421,3.6762
236054,1147,6/24/2024,29.581,29.593,-93.327,-93.347,29.587,-93.337,7.3,6,144,30,,,,,,,,7,12,,29.3,29.14,28.85,21.14,27.38,33.56,2.561,1.326,1.369,6,6,4.3,21.4229,25.7672,
236055,1147,6/24/2024,29.617,29.599,-93.503,-93.515,29.608,-93.509,7,3.5,127,30,88,,,,,,,7,11,,29.67,29.86,29.58,23.35,25.04,26,2.682,1.657,2.041,7.7,7.9,5.7,63.9046,76.9952,
236056,1147,6/24/2024,29.528,29.542,-93.582,-93.6,29.535,-93.591,6.5,4.5,204,30,,,,,75,,,5,9,,29.97,29.47,29.3,24.32,24.72,28.1,7.799,1.4,1.1,10,6.5,5,32.6595,67.6516,19.7046
236057,1147,6/24/2024,29.47,29.491,-93.847,-93.857,29.4805,-93.852,6.8,6.6,156,30,68.6,,,,50,,16,5,9,,30.35,29.32,29.27,26.79,27.68,28.59,2.349,2.082,1.278,8.5,5.9,5.4,57.1453,34.7924,26.8281
236058,1147,6/24/2024,29.558,29.546,-93.839,-93.862,29.552,-93.8505,7.2,8.6,148,30,59.1,,,,25,,,6,11,,30.72,29.73,29.61,19.85,26.8,27.02,14.19,2.075,1.325,13.7,7.5,6.6,22.6583,60.6344,
236059,1147,6/24/2024,29.522,29.514,-93.947,-93.972,29.518,-93.9595,7.1,7.8,160,30,73.2,,,,25,,18,6,11,,30.97,29.82,29.35,17.8,26.61,27.63,9.106,1.594,1.076,9.4,7.2,5.1,16.8042,42.6406,12.5753
236060,1147,6/25/2024,29.389,29.366,-94.31,-94.315,29.3775,-94.3125,8,11,155,30,74.5,,,,,,,7,12,,30.15,29.43,29.45,29.79,31.97,32.42,1.171,1.698,1.643,7.5,7.3,6.8,76.8616,59.5533,35.9252
236061,1147,6/25/2024,29.034,29.016,-94.332,-94.317,29.025,-94.3245,7.4,13.2,152,30,66.5,,,,,,,7,12,,29.51,29.51,29.05,35.64,35.64,35.79,0.176,0.179,1.295,6.3,6.3,5.8,78.2821,78.3188,18.869
236062,1147,6/25/2024,29.046,29.028,-94.52,-94.504,29.037,-94.512,9.3,12.9,163,30,140.3,,,,,,,8,15,,29.48,29.48,28.86,35.36,35.36,36.08,0.12,0.112,2.731,6.3,6.3,5,81.9577,82.0046,
236063,1147,6/25/2024,29.183,29.171,-94.806,-94.785,29.177,-94.7955,7.8,7.7,179,30,,,,,,,,6.5,12,,30.4,30.17,28.66,22.67,25.26,36.45,7.079,4.231,1.517,8.7,8.6,4.3,45.0684,62.3263,4.5913
236064,1147,6/25/2024,29.086,29.068,-94.819,-94.832,29.077,-94.8255,10.3,9.1,152,30,,,,,,,,9.5,17,,29.7,29.36,28.92,26.73,33.38,36.05,3.686,3.978,0.879,7.1,5.5,5.1,63.9444,62.5579,11.6262
236065,1147,6/25/2024,28.983,28.961,-94.963,-94.964,28.972,-94.9635,10.5,11,156,30,66.7,,,,25,,13,8.5,16,,30.04,29.16,29.1,30.3,33.63,36.11,1.627,1.409,1.423,6.9,5.8,5.4,66.7093,44.1824,26.0635
236066,1147,6/25/2024,28.806,28.79,-95.025,-95.009,28.798,-95.017,11,7.1,159,30,77.3,,,,,,4,9.5,17,,29.97,29.46,28.9,35.68,35.76,36.13,0.079,0.305,1.356,6.3,6.4,5.5,83.8445,80.5484,41.8415
236067,1147,6/25/2024,28.716,28.733,-94.743,-94.727,28.7245,-94.735,14.7,7,160,30,43.2,,,,25,,3,13,24,,29.82,29.09,28.58,35.29,35.35,35.91,0.011,0.252,1.525,6.2,6.5,5.4,92.1909,88.9373,49.2619
236068,1147,6/26/2024,28.945,28.923,-94.524,-94.523,28.934,-94.5235,11,9.5,161,30,133,,,,,,4,10,18,,29.88,29.41,28.75,35.42,35.42,36.06,0.103,0.249,1.395,6.4,6.5,4.7,83.4928,83.5224,28.1542
236069,1147,6/26/2024,28.724,28.704,-94.49,-94.478,28.714,-94.484,14.7,15.3,166,30,87.4,,,,,,,12.5,24,,29.66,29.26,28.55,35.42,35.42,35.78,0.115,0.224,1.099,6.3,6.3,5.2,86.1803,84.2102,39.3489
236070,1147,6/26/2024,28.72,28.709,-94.198,-94.176,28.7145,-94.187,15.5,13.3,183,30,59,,,,,,,14.5,27,,29.5,28.88,28.39,35.43,35.66,35.83,0.077,0.14,0.924,6.2,6.3,4.7,84.4302,87.6313,36.0588
236071,1147,6/26/2024,28.714,28.712,-94.058,-94.032,28.713,-94.045,15.6,3,255,30,94.2,,,,,,,14.5,27,,29.34,28.86,28.49,35.44,35.55,35.65,0.057,0.063,1.407,6.2,6.2,5.3,86.9143,91.4187,56.0977
236072,1147,6/26/2024,28.916,28.896,-93.601,-93.593,28.906,-93.597,13.4,13.1,199,30,82.8,,,,,,,12,23,,29.31,29.28,28.45,35.43,35.52,36.08,0.069,0.081,2.057,6.3,6.3,5.3,89.9191,89.4258,49.7382
236073,1147,6/26/2024,28.738,28.723,-93.632,-93.615,28.7305,-93.6235,13.6,10.5,190,30,3.1,,,,,,,12.5,23,,29.23,29.18,28.69,35.28,35.28,35.62,,0.036,0.391,6.2,6.2,6.2,90.9778,90.9314,79.1427
236074,1147,6/26/2024,28.631,28.61,-93.646,-93.639,28.6205,-93.6425,19.4,8,196,30,23.6,,,,25,,3,17,32,,29.27,28.95,28.48,35.27,35.25,35.59,,0.125,0.969,6.2,6.3,5.5,92.0116,91.3362,58.5624
236075,1147,6/26/2024,28.538,28.516,-93.573,-93.581,28.527,-93.577,20.6,8.6,195,30,42.7,,,,50,,2,19,36,,29.34,28.88,28.37,35.46,35.41,35.49,,0.027,1.063,6.2,6.2,5.8,94.6158,93.9459,50.8322
236076,1147,6/26/2024,28.57,28.551,-93.903,-93.893,28.5605,-93.898,20.6,11.9,197,30,52,,,,25,,2,18,34,,29.43,28.85,28.33,35.43,35.41,35.55,,0.053,0.846,6.3,6.2,6,92.7447,92.2099,76.3719
236077,1147,6/26/2024,28.466,28.457,-93.835,-93.857,28.4615,-93.846,25.9,6.7,220,30,12.3,,,,75,,2,23,45,,29.51,28.28,25.4,35.44,35.55,36.36,,0.015,1.13,6.3,6.3,6.3,94.0083,95.5491,75.5707
236078,1147,6/27/2024,28.352,28.33,-94.013,-94.021,28.341,-94.017,29.8,12.3,172,30,,,,,,,,26,50,,29.6,28.09,23.93,35.46,35.57,36.45,0.013,0.065,0.976,6.2,6.4,5.8,93.4509,95.4127,69.2551
236079,1147,6/27/2024,28.271,28.265,-93.791,-93.766,28.268,-93.7785,34.3,3.1,258,30,39.3,,,,,,,31.5,61,,29.63,27.7,22.76,34.94,36.02,35.7,0.04,0.027,0.844,6.2,6.4,5.3,95.473,95.9338,70.5863
236080,1147,6/27/2024,28.135,28.115,-93.703,-93.69,28.125,-93.6965,39.5,8.4,226,30,48.1,,,,,,,36.5,70,,29.24,27.39,22.79,35.19,36.5,36.5,0.002,,1.356,6.1,6.3,5.9,95.628,96.0505,75.8288
236081,1147,6/27/2024,27.971,27.951,-93.717,-93.706,27.961,-93.7115,54.3,2.3,294,30,34.6,,,,,,,49,97,,29.32,24.7,20.8,36.74,36.51,35.79,0.04,0.05,2.894,6.1,6.7,4.8,96.0582,95.602,71.6487
236082,1147,6/27/2024,28.244,28.265,-93.428,-93.427,28.2545,-93.4275,33,4.3,295,30,38.9,,,,,,,30.5,59,,29.15,27.81,22.83,35.23,35.65,36.52,0.034,0.047,1.001,6.1,6.4,6.1,95.8178,95.7531,85.3612
236083,1147,6/27/2024,28.373,28.375,-93.395,-93.369,28.374,-93.382,30.6,10.9,287,30,14.4,,,,100,,,28,54,,29.12,27.92,23.57,35.18,35.83,36.5,,0.077,1.12,6.2,6.3,6.1,95.5972,95.8265,61.8924
236084,1147,6/27/2024,28.535,28.528,-93.348,-93.323,28.5315,-93.3355,22.3,5.6,244,30,27.6,,,,75,,2,20,39,,29.2,28.88,26.25,35.4,35.44,36.29,,0.08,1.809,6,6.2,5.8,94.4994,94.5575,72.7937
